msg,Id
"07:24 am March 17, 2016                     It will only ever be what you make of it.     There is the problem. The fear is that with zero experience we wont be able to make any good for it. But thank you for the suggestion, it actually would help us I think and we should start doing it.           Log in or register to post comments",6760
"03:57 pm March 18, 2016                     Posted By Zoltan Dosa on 16 Mar 2016 11:20 AM  Backlog refinement is not creative enough and not close enough to the implementations itself, so it is not enough.   Perhaps you have identified an impediment to quality?   Your team should not be glossing over at a high level the stories you intend to make available to be offered to your team.   Your team should also refrain from accepting the status quo without looking at ways to improve.  A few practices that may help you:  1)  Place a greater emphasis around acceptance criteria for a story  2)  Try to use the ""Given...When...Then..."" structure for your acceptance criteria  3)  Involve your testing team members when you are grooming the story and creating the acceptance criteria, not after the story has already been accepted into the sprint.          Log in or register to post comments",6760
"02:44 am March 23, 2016                    One of the teams that I am coaching had the same problem: Communiaction between testers and developers happened too late. In a retrospective the team members came up with the idea to have a sync meeting (dev-test) for each user story at the very begginning of the sprint. To remind themselves they write a taskcard for every user story and put it on the board. Best case it is moved into ""work"" the first day of the sprint.  That's the first step towards TDD/BDD, so you could give it a try. I mean if the testers know what to test they can start writing the test...          Log in or register to post comments",6760
Log in to reply,6760
Messages,5775
"01:53 am March 3, 2014                             Hello  I was trying to look up for information about the PSM 1 examination process, but I couldn’t find what I was looking for. Hence, hoping to get some responses on this forum :)  What is the process after purchasing the password? I understand I will receive an email and I need to take the assessment within 14 days of receiving the password. But is the examination online on the internet? If yes, how does it remain fair to ensure that people are not copying or seeking help while giving the exams?  I hope I am not missing something very basic which is already listed on the website somewhere. I have done my PMP wherein the rules are quite stringent since the examination is taken at some registered external agency.  Regards  Satish",5775
"04:01 am March 3, 2014                    Hi Satish,  it is an online assessment and this is the link:  https://www.scrum.org/Assessments/Professional-Scrum-Master-Assessments…  Scrum.org does not spend the same effort as PMI to avoid cheating. As far as I understand it, the purpose of the test is to assess your Scrum knowledge easily without much effort.  Best, Ludwig          Log in or register to post comments",5775
"05:16 am March 3, 2014                    Hi Ludwig  Thanks for the quick response.  You answered my query. But this is almost like an open-book examination. Surely, people with moral values may not cheat :) However, its quite easy to have some knowledgeable person beside you while giving the exams.  Somehow, I kinda lost interest after reading this. Things are often not valued when its easy to get, though that's just my personal opinion  Regards  Satish          Log in or register to post comments",5775
"02:07 pm March 3, 2014                     Hi Satish,  You could have someone with you at the time of exam but doubt they would be with you when you are a scrum master for the journey onwards, which is where you could come unstuck.  Then you have the possibility someone holds the PSM that didn't cheat in the team and can smell a rat when strange things are said by the scrum master.  I guess the only person you would be cheating is yourself and that of your team and organization with the knowledge and value that Scrum gives people as a framework.  You have to keep in mind that even people with experience can fail the exams (PSM I and PSM II).  Is PSM valued? I certainly think so and have come across people with much more experience of the framework than I had, their version of scrum differs to what is actually scrum.  This is where understanding it reaps rewards as you can tell who does and who does not know it, irrespective of what they say or courses they say they have attended.  In order to make it work for the teams and the organization, you should understand it as a scrum master. The exam will test if you do know it at a basic level, and then the journey afterwards will really test you with the teams as some teams are very experienced and will play ""spot the imposter"".  Michael           Log in or register to post comments",5775
"01:21 am March 4, 2014                    I think this is a case of Intrinsic Motivation v/s Extrinsic Motivation.   Personally, I value PSM more than CSM or ACP.          Log in or register to post comments",5775
"03:24 pm March 5, 2014                    [Opinion]   I have taken various exams / assessments over the years. This, as a school / college student, as well as a Scrum practitioner. I have found that whenever a Professor has allowed for an ""open book"" or ""cheat sheet""  some things happen --   A) The Exam tends to be more difficult  B) The emphasis is more on how a student applies concepts  C) Expecting the student to memorize definitions / concepts wasn't the intention and didn't help  On the PSM I --   While many, including me, will confirm that some of the questions are on the Open assessment, there isn't anything conceptual I recall that needs memorization. The assessment is to help gauge your understanding of the framework.   .  .  .  .  Moving on to the PSM II --   Although, this wasn't explicitly asked, an open book, etc. will not really help. The questions are essay based and really look to your understanding and application of the framework. You will not find answers to the questions asked in any particular text, as far as I could recall.   .  .  .  I have certifications from the ScrumAlliance, Scrum.Org as well as PMI. Irrespective of this, what I think will matter is your continued journey into the path to agility and how you perform as a team member at your workplace.   I've never had anyone ask me whether I used a book / internet, etc. while taking the assessment (so far). Rather, I've had people approach me on Scenarios where they needed to bounce an idea. OR I've been faced with scenarios that some of the fundamentals of Scrum are being misinterpreted or are not understood.   I believe that a lot of what I have written may resonate with Bhuvan or Michael.   On value -- I do have my notions of value, but think this goes beyond the examination process. Apologies for the lengthy post, but if you did read this far, I hope some of this was of help.          Log in or register to post comments",5775
"12:51 am March 6, 2014                     Hi Nitin, Bhuvan, Michael  Thanks indeed for sharing your views. What you say, does make sense. Of course, I am yet to start the AGILE journey so my thoughts may differ in some areas. But nevertheless, I do agree that open-book assessment will not help in scenario based questions. Some simple objective-based questions can be found in the book but not the questions which test the understanding of the concepts.  Ofcourse there will be people whose motive is not learning or improving. It could be just to get a certificate. They could cheat ..but then I am sure the gain would be short-lived   Anyway, thanks for the responses.           Log in or register to post comments",5775
"12:44 pm March 6, 2014                    Even though some call PSM as an open book assessment, I don't think one have enough time to refer to a book and answer the questions. At the end you may run out of time and may not be able to succeed.  When it comes to having someone helping you while you take the exam, do remember that Scrum is all about self-managing. So for me it doesn't make sense to keep an individual in a controlled environment like a Prometric Testing center to take a Scrum certification.          Log in or register to post comments",5775
"01:37 pm March 6, 2014                    I suppose that the certifications effectively belong to the holder of a certain email account, i.e. whichever one is used to register at scrum.org for an exam. It's up to the holder of those accounts to proctor their usage, including when taking the tests.  I could register an email and scrum.org account for my dog, who died 20 years ago, and then take PSM I and II on his behalf. If successful, I expect his name would duly appear in the certification registers. All that means is that the holder of those accounts allowed successful tests to be taken.  As long as this level of assurance is understood and accepted, there isn't a problem.          Log in or register to post comments",5775
"06:03 pm March 17, 2014                     Posted By Satish Nair on 03 Mar 2014 01:53 AM  .........But is the examination online on the internet? If yes, how does it remain fair to ensure that people are not copying or seeking help while giving the exams? ......  Scrum is based on trust.  ;-)           Log in or register to post comments",5775
"12:51 pm March 22, 2016                    Hello Satish  Thank you for raising this question.  I love the wisdom of Ludwig, Michael and few more on the responses.  I came from west part of world, especially from India :) and my brought up enforces me to ensure the credibility of exams.  I still expect the Scrum.org to add more exam check points in near future without compromising the online exam facility (some stuff like, remote proctor based exams). This way the corporate talent management team (recruitment team) could have more reliability on candidate certification (helps on selection process :p.  Thanking you  Arun          Log in or register to post comments",5775
Log in to reply,5775
Messages,6771
"07:24 am March 21, 2016                             What is the appropriate scrum certificate for agile tester?",6771
"08:46 am March 21, 2016                    Certifications are broadly aligned to role: PSM for Scrum Master, PSPO for Product Owner, and PSD for Development Team members.  From your reading of the Scrum Guide, which of these roles would be most likely to involve testing skills?          Log in or register to post comments",6771
Log in to reply,6771
Messages,6765
"06:59 am March 18, 2016                             It is not recommended that the Product Owner and Scrum Master be the same person on a Scrum Team. Although this is not strictly forbidden, the potential for a conflict of interest is significant.  To what extent does this potential for conflict of interest remain significant in a Nexus Integration Team? At the level of product integration, does it become more reasonable (i.e. less unreasonable) for the Product Owner to also be the Nexus Scrum Master? Assume that the PO has the requisite Nexus SM skills and understands how the Nexus framework ought to be enacted.",6765
"02:02 pm March 18, 2016                    Ian,  My view is - As the scale increases, the potential for vested interests, less transparency, demand for managing additional overhead increases. Given that, while we can't recommend the concentration of responsibilities at lower scale, we certainly can't go for it as the scale goes up.  Though there is no direct reference to this in scrum guide, I remember Ken Schwaber, Roman Pichler, and few more writing the ""NO COMMON ROLE PLAY"" in certain terms elsewhere.  Reproducing the reasons from my book below, to explain about the potential of concentration of responsibilities and why it could lead anti-self-org:  Considering the primary job of each of these roles - a Product Owner wants to maximize/optimize the value of Development Team’s work. It is possible for them to push for “more work” while compromising on definition of ""Done” or technical quality requirements. They may also overlook the Development Team’s empowerment of deciding for themselves how much work they can select for a Sprint.   In such conflicting situations, a Scrum Master teaches both the Product Owner and the Development Team about their empowerment and balances. So, we can see that there should be situations involving conflict of interest if one person plays both roles. .  The issue is not about who will play what role. By doing any of that, are we going to have Scrum or not - is the question.  Think about the fundamentals of Scrum. It is risk reduction framework for building complex products. Scrum team is not just self-sufficient. It is also built in instability with respect to responsibilities. The risks and subjectivities associated with traditional one man centric Project, are mitigated by distributing the responsibilities between three roles. Now, what happens if you bring Scrum Master and Product Owner under single hat? You can sense the concentration of responsibilities. It increases risk and reduce self-org. Will it be Scrum?          Log in or register to post comments",6765
"05:35 am March 20, 2016                    Here is a scenario which I hope may illustrate the point I am raising.  Suppose company X provides a software product...a suite of office applications. The suite consists of XWriter, XSheet, and XPresenter. Each application in the suite can be sold and used independently, but they are developed and released as a suite. They share common versioning, a common API and object architecture, and there is a common backbone of components.  Each application is therefore a separate product, but they are integrated into a composite product increment which is the entire suite.  In this type of composite-product situation, a Nexus Integration Team is tasked with assuring the integration of component products. Since each component product is discrete and usable in its own right, the problem of integration is one of maximising the value of how delivered products are used.  To the extent allowed by this example, the potential for conflict of interest between Product Owner and Scrum Master roles might possibly attenuate at scale. At the very least, assumptions regarding what the conflict amounts to in a Nexus may deserve some reconsideration.           Log in or register to post comments",6765
"06:57 am March 21, 2016                    Ok. I get that. Assuming that the potential conflict goes down - remember this is still an assumption and the famous saying in under siege II 'assumption is mother of all ***' - the nexus still needs to inspect and adapt this case.   Interestingly, the statement in nexus guide is slightly open about the composition too ""Composition of the Nexus Integration Team may change over time to reflect the current needs of a Nexus""  Having said that, I see that the bandwidth of PO is going to be more demanding in scale and similar is the case for Nexus SM due to the problems of new order in scale and his/her responsibility to coach the teams navigate them. Curious to know why you want to try this and did you get a chance on the ground to see any insights          Log in or register to post comments",6765
"08:34 am March 21, 2016                    > Curious to know why you want to try this and did you get a chance on the ground to see any insights  It's the other way around. I have preferred to avoid vesting the Nexus PO and SM roles in the same person. A Nexus Integration Team is still a Scrum Team, and the experience of Scrum Teams is that there will be an unreasonable conflict of interest.  However, this amounts to received wisdom, and the evidence I am seeing is that the potential for a conflict of interest attenuates (or changes significantly) at scale. Specifically, if there is a Nexus Scrum Master who is *not* the PO, I have observed that the SM will be heavily dependent upon using the PO's skills and influence to resolve integration problems. Essentially, those problems are less likely to be technical and more likely to be a matter of product value and configuration. The SM is very close to being a bottleneck if he or she is another person. However, I don't have enough data yet to assert a pattern or anti-pattern.          Log in or register to post comments",6765
Log in to reply,6765
Messages,6678
"04:29 am February 1, 2016                             Hi all,  i am learing for the PSM I and i have some comprehension questions.   I would be very grateful if you could help me.  First questions: Is one of the activities which has a product owner to do, to providing the Development Team with detailed specifications?  I am not sure, from my point of view its a part of work which has the Development Team to do, but on the other hand the product owner has the contact to the stakeholders and therefore the must search/ask for the detailed specifications.  Am I right in my assumption ?  I think it will be followed more questions later the day :)  Thanks for you help!",6678
"09:25 am February 3, 2016                    Hi Jens,  According to the scrum guide the Product Owner is responsible for Product Backlog Management which includes:  - ""Clearly expressing Product Backlog items"" and   - ""Ensuring the Development Team understands items in the Product Backlog to the level needed""  This means that the product owner would be responsible for getting clarity on Product Backlog Items and clearly expressing them to the team.  That being said, it is both a responsibility of the PO and the Development Team to take part in Product Backlog refinement for up to 10% of each sprint. During refinement items will be decomposed and planned to a level that the team believes they can begin work on the item.  In short, while the product owner may bring the initial tasks to the team through the Product Backlog, making them detailed is the responsibility of both the PO and the Dev Team.   Hope that helps!          Log in or register to post comments",6678
"11:13 pm March 20, 2016                    Thanks Jade for the answer and who is responsible to update requirement, JIRA backlog item.  I assume that PO will explain to Development team and one of member will in charge of documenting and updating them for team to keep track?          Log in or register to post comments",6678
Log in to reply,6678
Messages,6716
"06:17 am February 27, 2016                             Hi Guys  I wrote an ebook about Scrum, I should be thankful if you could DL and make a review so I would get some professional feedback. Thanks.   http://www.amazon.com/gp/product/B01BT7NH9I?redirect=true&ref_=cm_cr_ry…",6716
Log in to reply,6716
Messages,6714
"05:41 pm February 25, 2016                             A situation arises where we have for example 21 Story points currently planned for a product. Now, suppose we plan for 3 sprints based on a velocity of 7. the team manages to complete  12  story points by the end of the 2nd sprint. The team predicts that they can handle another 6 story points in Sprint 3. So, 3 story points remain. The team is confident that the 3 story points won't fill up a whole new sprint. They suggest to the scrum master that Sprint 3 shall be extended a little longer to fit in the 3 story points as well !! (Scrum Master knows that that's just wrong as per Scrum, as it impacts the velocity, etc).   What do you think they should do in this situation? If the team happens to complete 6 story points by the end of the 3rd sprint, and the 3 story points indeed do remain to be done, shall they start a new sprint with just 3 story points? Or shall they God-forbid extend the sprint? :)  The remaining 3-story point story is quite important too (not as important as prior stories though), so it's ideal to have it ready for release ASAP (rather than wait until an uncommitted sprint is over).  Note that this is very similar to an actual situation I am facing as a Scrum Master / PO. There's a lot of pressure from a lead developer on the team to extend the sprint and be ""flexible"". In light of this, my suggestion is to keep the sprint length the same, as I don't believe in extending Sprints whatsoever. But, rather than starting a new SPRINT of the same length, finish that 3 story point outside of a sprint and have a short review right after (e.g. this 3 SP won't count in our burndown and velocity reports), just for the sake of the urgency of releasing it ASAP.  I'm not sure if this is the best approach as I am still thinking over it. What do you guys think?",6714
"12:10 pm February 26, 2016                    > ...I don't believe in extending Sprints whatsoever.  > But, rather than starting a new SPRINT of the   > same length, finish that 3 story point outside   > of a sprint and have a short review right after   > (e.g. this 3 SP won't count in our burndown   > and velocity reports), just for the sake of the   > urgency of releasing it ASAP.   Why not allow a new Sprint to start with the same length, even if only a 3 pointer is forecast for delivery? Why don't you want it to figure in burndowns and velocity? What actual problem do you hope will be solved by conducting this work outside of a Sprint timebox?          Log in or register to post comments",6714
"01:16 pm February 26, 2016                    The thing is, that 3 story point story, for example, can/will be finished before half-way through the sprint. So what will the team do for the rest of the sprint if we are to stick to the same actual sprint length? Normally in these scenarios you add more work from the backlog to the sprint, but the backlog of that product would be empty in that case, and a new product would be the next focus for this team, with a backlog refinement as the next step.   So, my point is, the team could technically handle more than 3 SP in that sprint, and the reason the velocity would be 3 for that sprint is simply lack of work. I prefer not to have this impact the overall velocity calculation.   On the other hand, that 3-sp story is relatively important. So it should be released as soon as possible rather than wait for the end of the sprint to do the review.   In reality, in my scenario, there's actually some lower priority work that can still be done in the extra sprint to keep the team busy, but then again, that feature is more important, and it's prefered to release that an hit a firm limited release window than delay it and release a few weeks after.  So you see, the problem is we want to review and release that story on day X after it's done, rather than wait for day X+Y on which the sprint time expires.          Log in or register to post comments",6714
"01:33 pm February 26, 2016                    > The thing is, that 3 story point story, for example,  > can/will be finished before half-way through the sprint.  > So what will the team do for the rest of the sprint  > if we are to stick to the same actual sprint length?   Assuming that the Goal for that Sprint has been met once the 3-pointer is complete, the team can do whatever they want. They could even start work on a completely different initiative. The Sprint timebox would simply be left to expire.   > I prefer not to have this impact the overall velocity calculation.   Why not? What harm could it do, if there are no more forecasts to be made for that product?  > ...the problem is we want to review and release  >  that story on day X after it's done, rather than wait  > for day X+Y on which the sprint time expires.  You can do that. You can hold a review and effect a release of the increment as soon as the Sprint Goal has been met. That's the time to do it, so value does not depreciate. The Sprint timebox can't be abbreviated, but it can be left to expire.          Log in or register to post comments",6714
"02:56 pm February 26, 2016                    Nima,  You are correct, in that is is highly discouraged to adjust sprint lengths to accommodate sprint work.   Managing the 3-pointer outside of the sprint doesn't gain you or your team anything except create a lot of unneeded administrative overhead and management.  To address your immediate concern, a team does not have to wait until the end of a sprint to release work into production.   If a story is finished, satisfies a team's DoD, and is production-ready, the option should always be there to release to prod at any time afterwards, even in the middle of the sprint.  So we're apparently doing some hand-wringing over what amounts to a few days.   Keep in mind that the team may still complete the 6 points in your Sprint 3 early, and have capacity to also complete the 3-pointer that you are worried about.  Reviewing your scenario, there are more pressing questions which I believe may be leading to your issue:  1) Why are you performing as both the SM and the PO?   This is a very unhealthy dynamic (conflict of interest) that Scrum expressly disallows.  2) Why aren't there groomed stories in the backlog besides the 3-pointer that would finish up that product version release?   If the team were diligent in grooming each sprint, there would not be a shortfall of ready-for-sprint stories, even if there were another ""project"" involved.  3) Why couldn't that 4th sprint involve the 3-pointer, along with all of the grooming activities needed to prepare stories for the next ""product"" for future sprints?   This grooming work needs to take place anyway, and should have already taken place.   Stop getting hung up on the team velocity metric as an indicator of what a team should be doing.   Velocity helps a team understand how much the may be able to do, and it helps the Product Owner estimate how much work may get done over an extended period of time, and plan accordingly.  You are suffering some pain as a result of not ""priming the pump"".   Good discussion for your retrospective - ""What can we do to ensure that there is always a supply of groomed ready-for-sprint stories to be offered to the team?""           Log in or register to post comments",6714
Log in to reply,6714
Messages,6694
"06:31 pm February 10, 2016                             My company has implemented a new process of having the team be responsible for the Definition of Done inside of the sprint.  In the Sprint Review meeting the PO is shown the work for the first time and they go through each issue in front of the team and then make comments on the issue e.g. ""does it work as intended. if not, how? Defect created...""  Reading lots about Scrum this doesn't seem to be the ""Scrum"" was to do things, in fact a lot of resources explicitly say that having the review meeting as an acceptance meeting is a bad thing and it should be about feedback.  The problem with this is when should the PO be seeing the work? When do we accept/reject a sprint?  We currently don't have the PO testing in a sprint because of a few reasons:  - If a PO is testing during a sprint then the ownership of making sure issues are understood isn't on the team, they could half understand and just implement something and then get an explanation from the PO after they've showed it to them.  - There's also less need for a team to test their own work because they've got the PO there to catch things.  - The PO has a lot of things to do during the sprint e.g. Backlog grooming, meeting clients, if we add in testing during the sprint to this then there may be too much to do.  Again these are all assumptions we have made so any thoughts on these would be extremely helpful.",6694
"10:13 am February 11, 2016                    > The problem with this is when should the PO be seeing the work?  The PO should have a view of the work throughout the Sprint, as this is the best way to control delivery risk in a timely manner.  > When do we accept/reject a sprint?   A Sprint is a time-box which occurs and then expires, it is not something to be accepted or rejected. An increment must be delivered by the end of the Sprint which is of release quality. The decision whether or not to release that increment is a matter for the Product Owner.          Log in or register to post comments",6694
"08:15 pm February 25, 2016                    The Scrum guide establishes a framework, but I think it's up to you to build on top of that framework to do what suits your needs.  The Scrum Guide states that in the Sprint Review: ""The Product Owner explains what Product Backlog items have been “Done” and what has not been “Done”"".  The Scrum also tells you that PO should not participate in the daily stand ups, but they are welcome to attend and just listen if needed. This is so that the team can stay self-organized and focused on what they had planned in the Sprint Planning. However, PO should be available to clarify things if the team needs him/her, or if the team needs to negotiate the scope of the sprint due to some risk.  Therefore, the Sprint Review is really where you get a full feedback on the work done in that sprint, and the work can be accepted or rejected based on the Acceptance Criteria of the User Story. The PO should call the stories Done or not Done depending on the result of the sprint presented in the sprint review. This is different from Acceptance Testing, which should be the result of a UAT rollout to the end users or UAT users, independent of Development's team current sprint.    In other words, first PO comes to accept that the stories indeed meet his/her acceptance criteria as set with the development team, and decides whether or not he wants to release an increment. The UAT is done by the USERS not the PO. A story may meet all of PO's acceptance criteria and the DoD, but the feature might have been designed with a poor understanding of the user's requirements (maybe PO didn't fully understand these requirements himself/herself) and therefore not pass UAT. in that case, PO may consider a new PBI to be discussed in planning later.   Also, this interactive lesson might help you: http://scrumtrainingseries.com/SprintReviewMeeting/SprintReviewMeeting…           Log in or register to post comments",6694
"12:31 pm February 26, 2016                    > The Scrum Guide states that in the Sprint Review:  > ""The Product Owner explains what Product Backlog  > items have been “Done” and what has not been “Done”"".  Here we see an example of how the term ""Done"" can be applied in different contexts, and why the Guide advises us to be clear about how we use it.  The Product Owner should have clear sight of whether or not the items on his or her Product Backlog are ""Done"". In the case of user stories this may be asserted (at least in part) by acceptance criteria. However, the PO does not necessarily have clear sight of whether or not the increment being provided meets the Definition of Done, since that can assert technical qualities of interest to the Development Team.           Log in or register to post comments",6694
"12:40 pm February 26, 2016                     The Scrum Guide states that in the Sprint Review: ""The Product Owner explains what Product Backlog items have been “Done” and what has not been “Done”"".   To who does the PO explains that ? For me it is not to the Dev Team but to the stakeholders.  The Dev Team knows allready what is or is not ""Done"".  So if the PO explains to the stakeholder, he certainly should have this information before the Review.           Log in or register to post comments",6694
"12:52 pm February 26, 2016                     Posted By Olivier Ledru on 26 Feb 2016 12:40 PM   The Scrum Guide states that in the Sprint Review: ""The Product Owner explains what Product Backlog items have been “Done” and what has not been “Done”"".     To who does the PO explains that ? For me it is not to the Dev Team but to the stakeholders.    The Dev Team knows allready what is or is not ""Done"".    So if the PO explains to the stakeholder, he certainly should have this information before the Review.   Yes, definitely. And that is what I also was saying earlier. The DoD should be agreed upon by all members of the Scrum Team (which includes PO) and must be made available to everyone. I personally share this DoD such that anyone even the stakeholders can access it at all times (we use Confluence). As a PO I remind the team about the DoD when declaring storied as Done or not Done because sometimes the team forgets about some criteria that we have agreed. So it's still beneficial to the team as well as stakeholders. For example ، documentation was part of our DoD and the team had missed this for a story they had assumed as Done. I as  PO didn't accept the story and reminded them that documentation was part of our DoD...           Log in or register to post comments",6694
"01:05 pm February 26, 2016                    > To who does the PO explains that ? For me it is not  > to the Dev Team but to the stakeholders.   The Dev  > Team knows allready what is or is not ""Done"".  We might *hope* that the Dev Team would know that, because the quality of the refined backlog items and the ensuing collaboration should have made it clear. However, even though there are a range of good implementation practices that can help de-risk delivery, Scrum does not prescribe them. Hence it is possible, within the strict letter of Scrum, that the PO may be left to account for ""done"" and ""undone"" items at the last minute.  Having said that, I would choose to interpret the words differently...the Product Owner is explaining *back* to the Development Team what work has been done or not done. That's fair enough, and not an unreasonable thing to do in a Review.           Log in or register to post comments",6694
"01:14 pm February 26, 2016                    I understand and agree with your view Ian, the final word comes from the PO.  The issue I see too often is that the Dev Team works on its side during the Sprint and the PO discovers the increment at the review. For these Dev Team, the review is performed as a ""validation"" meeting, and not an opportunity to adapt the PBL with the feedback of the stakeholders.          Log in or register to post comments",6694
Log in to reply,6694
Messages,6715
"11:57 pm February 25, 2016                             Hi all,  According to the Scrum framework, can the Product Owner participate in the daily scrum?  Background  The Scrum Guide, states on page 9 that ""The Scrum Master enforces the rule that only Development Team members participate in the Daily Scrum"".  But other sources, for example, ""Agile Product Management with Scrum"" from Roman Pichler, in the ""Daily Scrum"" section states that:  ""As the product owner, you should attend the meeting whenever possible. It’s a great opportunity to  understand the progress being made and to see if the team needs help (for instance, you might need to answer questions, review work results, or help remove impediments).""  And in another section:  ""As the product owner, you can help resolve the situation by inviting stakeholders to the sprint review meetings and the Daily Scrums.""  So now I am not sure if it is mandatory that the Product Owner (and stakeholders) do not participate in the daily scrums. Can someone answer this?  PS: I saw a similar question in this forum at https://www.scrum.org/Forums/aft/202 but didn’t manage to understand in the end if the Scrum Framework enforces this or not. Since the post is old (2012) I created this one",6715
"12:35 pm February 26, 2016                    To attend and to participate is not the same.  Don't forget the aim of the Daily Scrum.  It's a key inspection point for the Dev Team to synchronize their work and forecast the next 24 hours.  IMHO, the PO can attend, in order to help the Dev Team by providing some usefull informations, but he isn't expected to participate.  Beware of having people outside the Dev Team in the Daily Scrum. TJust by their presence, they will change the Daily Scrum. If they are managers, the risk is they turn the Daily Scrum into a ""report"" meeting.  Only the Dev Team members are required for the Daily Scrum.          Log in or register to post comments",6715
"12:46 pm February 26, 2016                    > So now I am not sure if it is mandatory that the Product Owner  > (and stakeholders) do not participate in the daily scrums.  Yes, it is mandatory that they do not participate in Daily Scrums. But as Olivier rightly says, ""To attend and to participate is not the same"".  > And in another section:   > ""As the product owner, you can help resolve the situation by inviting  > stakeholders to the sprint review meetings and the Daily Scrums.""   It's reasonable for a PO to invite stakeholders to a Sprint Review, and the Guide makes that clear. But inviting them to the Development Team's Daily Scrums? That's like inviting people to a party you haven't even been invited to yourself.           Log in or register to post comments",6715
Log in to reply,6715
Messages,6602
"07:52 am November 24, 2015                             Hi everyone,  I have a question concerning the Retrospective activity ""Focus On / Focus Off"" which is described in the famous ""Agile Retrospectives"" book by Derby and Larson.  The activity is also described here: http://pearllanguage.org/Focus_on_focus_off  The activity states one has to focus on   ""Inquiry rather than Advocacy""  ""Dialogue rather than Debate""  ""Conversation rather than Argument""  ""Understanding rather than Defending""  While I understand (and agree to) each of these statements, I'd say they are kind of redundant.  Inquiry = Understanding  Advocacy = Defending  Dialogue = Conversation  Debate = Argument  I really don't see the differences here... I would really appreciate it, if someone could help me here :)  As I'm not a native speaker, maybe my question is just a misunderstanding of the words...  Thanks a lot!  Regards,  BeMa",6602
"11:37 am February 26, 2016                    Inquiry rather than Advocacy - understanding the need,issue instead defending - let's truly try to understand others needs instead of pushing back saying it is not our fault, we are not in charge of this bla bla bla  Dialogue rather than Debate - yes conversation, being a partner instead of listening to strongest voices  Conversation rather than Argument - try to have win win vs win lose game           Log in or register to post comments",6602
Log in to reply,6602
Messages,6704
"09:21 am February 17, 2016                             Hi,  I was going through the scrum guide to prepare for PSM Level 1 and had a few questions. It will be great if these can be answered.  1.	As per the guide, Scrum makes clear the relative efficacy of your product management and development practices so that you can improve. – How does scrum achieve this because scrum is just a framework and doesn’t have benchmarks to compare an org’s product management and development practices.  2.	A ‘Done’ product increment means that the product increment completed in a sprint meets the definition of Done established by the scrum team such that it is available to be released to the customer, correct? Now, in many projects every product increment goes through phases of testing – Unit testing -> Quality team testing – UAT and all three phases cannot be done in one sprint. In my project, the first two testing phases were completed in a sprint whereas the UAT phase of Sprint N used to start along with the development work on Sprint N+1. So it seems that the definition of Done that the organization was following was that the first two testing phases should be complete in a sprint though the increment is still not releasable. Was the definition of Done incorrect?  3.	The actual scrum assessment has 60 questions to be answered in 80 minutes, however the scrum open assessment has 30 questions to be answered in 30 mins. Are there other open assessments that I can take?  4.	The scrum guide says that in a Sprint Review, The Development Team discusses what went well during the Sprint, what problems it ran into, and how those problems were solved. Should not this be a part of Sprint retrospective?  5.	The guide says that in a sprint review, the entire group (scrum team and stakeholders) discuss on what to do next, how the market place has changed, review the timeline, budget etc. My question is that is all this done in a sprint review or outside the sprint review among the Product owner, key business team and development team stakeholders? It might not be required to involve entire scrum team in the above discussion.  6.	In one of the questions in the scrum guide, it says that the length of the sprint should be short enough to be able to synchronize the development team with other business events. Which business events is this option talking about?  7.	How does the scrum master help the product owner in understanding product planning in an empirical environment?  8.	As per the scrum guide, scrum recognizes no sub-teams in development teams and everyone is a developer. This means that a business analyst, tester would not be a part of the development team. Then where does a business analyst, tester fit in a scrum team?",6704
"02:13 pm February 17, 2016                    Hi, Vishal  1-Scrum is a powerful tool which provide inspect & adapt loops. The efficiency of any practice will be made transparent by Scrum.  2-A Sprint is a mini-project, but definitely not a mini-waterfall cycle with phases. Every task is done inside a sprint, typically analyse ; coding ; unit-testing ; UAT ; performance testing ; required documentation...  3-There are 4 different interesting open assessment on the https://www.scrum.org/Assessments/Open-Assessments page. You should try them all.  4-The Scrum Team present the increment and just the ""big"" picture about how the sprint was executed, in order to adapt the Product Backlog. During the retrospective, the Scrum Team will craft a plan to improve the process, not during the review.  5-Why don't you want to have the whole Scrum Team in the review ? Do you have star-members and slave-member in your ""team"" ?  6-Frequent releases to external customers who don't want to wait 4 weeks before the next release ?  7-The Scrum Master helps the PO ; the Dev Team ; the organization to understand how Scrum works. If Scrum is new to them, they won't catch the agile mind-set in 5 minutes.  8-""Dev Team"" is not ""Coder Team"". Dev Team = the people with the required skills to build the product = analyst + coder + tester + writer +...  Hope it helps          Log in or register to post comments",6704
"07:10 am February 18, 2016                    Thanks for your reply, Olivier.  2. So in my example, is it a gross deviation to conduct UAT of sprint N along with development work of Sprint N+1? I think this was done so that the dev team can pick up more stories/features in a sprint by doing UAT in the next sprint. I also agree there are a lot of cons to this approach. I think in an ideal scenario, every stage (analysis, design, coding, testing, UAT, documentation) should be in the same sprint but if an organization deviates and modifies the Definition of Done as in my example, it seems like an gross exception to the scrum rules which means then that the organization is not following scrum in entirety?  5. I agree the entire scrum team should be present in the demo but I was asking about that portion of the sprint review wherein the Product Owner inspects the work done till now and projects the likely completion dates, inspect how the market/competition has changed to adjust priorities, inspect the timeline, budget etc. Is the entire scrum team required for this as many members of the dev team might not be even interested? So this portion might also be done separately by the PO, key business and dev team stakeholders?          Log in or register to post comments",6704
